REGION,SETTLEMENTDATE,RRP,PERIODTYPE,TOTALDEMAND
VIC1,16-03-2019 12:00,76.67,TRADE,4116.07
VIC1,16-03-2019 12:30,77.01,TRADE,4132.08
VIC1,16-03-2019 13:00,79.34,TRADE,4169.27
VIC1,16-03-2019 13:30,77.59,TRADE,4220.31
VIC1,16-03-2019 14:00,72.28,TRADE,4269.75
VIC1,16-03-2019 14:30,81.6,TRADE,4370.47
VIC1,16-03-2019 15:00,96.17,TRADE,4489.49
VIC1,16-03-2019 15:30,104.81,TRADE,4655.85
VIC1,16-03-2019 16:00,122.56,TRADE,4843.69
VIC1,16-03-2019 16:30,122.76,TRADE,4928.58
VIC1,16-03-2019 17:00,129.2,TRADE,5066.98
VIC1,16-03-2019 17:30,130.34,TRADE,5136.28
VIC1,16-03-2019 18:00,130.86,TRADE,5172.26
VIC1,16-03-2019 18:30,130.09,TRADE,5107.15
VIC1,16-03-2019 19:00,166.09,TRADE,5057.9
VIC1,16-03-2019 19:30,140.63,TRADE,5002.42
VIC1,16-03-2019 20:00,112.05,TRADE,4919.93
VIC1,16-03-2019 20:30,137.91,TRADE,4813.68
VIC1,16-03-2019 21:00,121.66,TRADE,4705.35
VIC1,16-03-2019 21:30,128.2,TRADE,4593.37
VIC1,16-03-2019 22:00,135.93,TRADE,4483.94
VIC1,16-03-2019 22:30,110.75,TRADE,4343.33
VIC1,16-03-2019 23:00,114.9,TRADE,4346.55
VIC1,16-03-2019 23:30,132.34,TRADE,4525.37
VIC1,17-03-2019 00:00,152.2,TRADE,4473.79
VIC1,17-03-2019 00:30,132.15,TRADE,4306.7
VIC1,17-03-2019 01:00,108.63,TRADE,4178.98
VIC1,17-03-2019 01:30,78.6,TRADE,4077.25
VIC1,17-03-2019 02:00,93.88,TRADE,3968.78
VIC1,17-03-2019 02:30,114.69,TRADE,3875.73
VIC1,17-03-2019 03:00,113.93,TRADE,3784.41
VIC1,17-03-2019 03:30,117.71,TRADE,3780.55
VIC1,17-03-2019 04:00,105.12,TRADE,3745.99
VIC1,17-03-2019 04:30,90.04,TRADE,3750.12
VIC1,17-03-2019 05:00,76.74,TRADE,3827.22
VIC1,17-03-2019 05:30,68.41,TRADE,3914.64
VIC1,17-03-2019 06:00,76.16,TRADE,3989.28
VIC1,17-03-2019 06:30,81.17,TRADE,4083.96
VIC1,17-03-2019 07:00,81.07,TRADE,4065.59
VIC1,17-03-2019 07:30,114.82,TRADE,4111.8
VIC1,17-03-2019 08:00,81.29,TRADE,4128.04
VIC1,17-03-2019 08:30,110.08,TRADE,4197.42
VIC1,17-03-2019 09:00,108.49,TRADE,4156.79
VIC1,17-03-2019 09:30,106.84,TRADE,4104.1
VIC1,17-03-2019 10:00,80.02,TRADE,4063.31
VIC1,17-03-2019 10:30,89.67,TRADE,4119.14
VIC1,17-03-2019 11:00,80.66,TRADE,4140.97
VIC1,17-03-2019 11:30,81.54,TRADE,4223.66
VIC1,17-03-2019 12:00,81.33,TRADE,4211.02
VIC1,17-03-2019 12:30,82.65,TRADE,4280.92
VIC1,17-03-2019 13:00,82.97,TRADE,4367.94
VIC1,17-03-2019 13:30,82.04,TRADE,4368.53
VIC1,17-03-2019 14:00,115.24,TRADE,4461.1
VIC1,17-03-2019 14:30,114.02,TRADE,4526.31
VIC1,17-03-2019 15:00,118.89,TRADE,4662.13
VIC1,17-03-2019 15:30,127.87,TRADE,4822.55
VIC1,17-03-2019 16:00,134.84,TRADE,4996.11
VIC1,17-03-2019 16:30,120.15,TRADE,5078.24
VIC1,17-03-2019 17:00,141.26,TRADE,5347.07
VIC1,17-03-2019 17:30,125.8,TRADE,5381.01
VIC1,17-03-2019 18:00,130.03,TRADE,5423.47
VIC1,17-03-2019 18:30,118,TRADE,5297.2
VIC1,17-03-2019 19:00,121.69,TRADE,5254.02
VIC1,17-03-2019 19:30,110.78,TRADE,5225.02
VIC1,17-03-2019 20:00,99.77,TRADE,5066.07
VIC1,17-03-2019 20:30,82.59,TRADE,4864.51
VIC1,17-03-2019 21:00,85.9,TRADE,4732.11
VIC1,17-03-2019 21:30,115.26,TRADE,4550.87
VIC1,17-03-2019 22:00,110.31,TRADE,4391.35
VIC1,17-03-2019 22:30,90.8,TRADE,4291.74
VIC1,17-03-2019 23:00,63.55,TRADE,4210.8
VIC1,17-03-2019 23:30,134.47,TRADE,4459.78
VIC1,18-03-2019 00:00,143.59,TRADE,4457.29
VIC1,18-03-2019 00:30,89.84,TRADE,4270.72
VIC1,18-03-2019 01:00,85.81,TRADE,4124.3
VIC1,18-03-2019 01:30,52.04,TRADE,4095.24
VIC1,18-03-2019 02:00,45.57,TRADE,4008.03
VIC1,18-03-2019 02:30,37.01,TRADE,3937.95
VIC1,18-03-2019 03:00,48.42,TRADE,3894.46
VIC1,18-03-2019 03:30,53.87,TRADE,3970.15
VIC1,18-03-2019 04:00,48.26,TRADE,3983.98
VIC1,18-03-2019 04:30,56.71,TRADE,4118.67
VIC1,18-03-2019 05:00,59.01,TRADE,4260
VIC1,18-03-2019 05:30,74.44,TRADE,4600.21
VIC1,18-03-2019 06:00,98.83,TRADE,4905.57
VIC1,18-03-2019 06:30,119.18,TRADE,5235.36
VIC1,18-03-2019 07:00,138.35,TRADE,5417.39
VIC1,18-03-2019 07:30,136.61,TRADE,5361.19
VIC1,18-03-2019 08:00,125.29,TRADE,5289.41
VIC1,18-03-2019 08:30,128.68,TRADE,5295.48
VIC1,18-03-2019 09:00,116.76,TRADE,5258.64
VIC1,18-03-2019 09:30,129,TRADE,5222.93
VIC1,18-03-2019 10:00,138.23,TRADE,5213.97
VIC1,18-03-2019 10:30,117.5,TRADE,5206.46
VIC1,18-03-2019 11:00,122.08,TRADE,5279.58
VIC1,18-03-2019 11:30,85.71,TRADE,5221.16
VIC1,18-03-2019 12:00,118.02,TRADE,5317.37
VIC1,18-03-2019 12:30,101.69,TRADE,5356.73
VIC1,18-03-2019 13:00,146.2,TRADE,5476.55
VIC1,18-03-2019 13:30,125.92,TRADE,5523.92
VIC1,18-03-2019 14:00,138.79,TRADE,5570.96
VIC1,18-03-2019 14:30,132.44,TRADE,5635.81
VIC1,18-03-2019 15:00,127.09,TRADE,5749.43
VIC1,18-03-2019 15:30,126.43,TRADE,5909.91
VIC1,18-03-2019 16:00,129.54,TRADE,6029.86
VIC1,18-03-2019 16:30,135.41,TRADE,6084.39
VIC1,18-03-2019 17:00,148.66,TRADE,6184.43
VIC1,18-03-2019 17:30,145.81,TRADE,6116
VIC1,18-03-2019 18:00,154.42,TRADE,6042.85
VIC1,18-03-2019 18:30,135.4,TRADE,5919.03
VIC1,18-03-2019 19:00,130.74,TRADE,5756.23
VIC1,18-03-2019 19:30,112.94,TRADE,5669.97
VIC1,18-03-2019 20:00,114.3,TRADE,5479.15
VIC1,18-03-2019 20:30,107.74,TRADE,5277.32
VIC1,18-03-2019 21:00,124.92,TRADE,5068.24
VIC1,18-03-2019 21:30,93.3,TRADE,4814.93
VIC1,18-03-2019 22:00,88.09,TRADE,4638.66
VIC1,18-03-2019 22:30,86.05,TRADE,4500.51
VIC1,18-03-2019 23:00,85.39,TRADE,4485.74
VIC1,18-03-2019 23:30,97.66,TRADE,4672.64
VIC1,19-03-2019 00:00,121.3,TRADE,4683.97
VIC1,19-03-2019 00:30,87.74,TRADE,4473.09
VIC1,19-03-2019 01:00,75.96,TRADE,4316.43
VIC1,19-03-2019 01:30,73.97,TRADE,4246.43
VIC1,19-03-2019 02:00,81.11,TRADE,4137.4
VIC1,19-03-2019 02:30,86.12,TRADE,4094.76
VIC1,19-03-2019 03:00,76.52,TRADE,4050.75
VIC1,19-03-2019 03:30,74.8,TRADE,4033.78
VIC1,19-03-2019 04:00,79.75,TRADE,4080.27
VIC1,19-03-2019 04:30,73.91,TRADE,4228.84
VIC1,19-03-2019 05:00,76.77,TRADE,4403.2
VIC1,19-03-2019 05:30,114.21,TRADE,4737.51
VIC1,19-03-2019 06:00,123.12,TRADE,5081.84
VIC1,19-03-2019 06:30,129.54,TRADE,5452.12
VIC1,19-03-2019 07:00,129.84,TRADE,5618.34
VIC1,19-03-2019 07:30,113.37,TRADE,5571.9
VIC1,19-03-2019 08:00,103.22,TRADE,5567.77
VIC1,19-03-2019 08:30,135.57,TRADE,5614.28
VIC1,19-03-2019 09:00,121.55,TRADE,5547.77
VIC1,19-03-2019 09:30,130.92,TRADE,5546.02
VIC1,19-03-2019 10:00,118.87,TRADE,5566.34
VIC1,19-03-2019 10:30,113.06,TRADE,5564.26
VIC1,19-03-2019 11:00,110.87,TRADE,5571.35
VIC1,19-03-2019 11:30,117.36,TRADE,5522.46
VIC1,19-03-2019 12:00,108.98,TRADE,5536.88
VIC1,19-03-2019 12:30,102.47,TRADE,5532.83
VIC1,19-03-2019 13:00,101.52,TRADE,5487.02
VIC1,19-03-2019 13:30,111.91,TRADE,5576.93
VIC1,19-03-2019 14:00,108.12,TRADE,5570.84
VIC1,19-03-2019 14:30,109.79,TRADE,5515.31
VIC1,19-03-2019 15:00,102.18,TRADE,5598.37
VIC1,19-03-2019 15:30,114.78,TRADE,5716.4
VIC1,19-03-2019 16:00,119.92,TRADE,5806.47
VIC1,19-03-2019 16:30,115.3,TRADE,5829.61
VIC1,19-03-2019 17:00,122.19,TRADE,5823.4
VIC1,19-03-2019 17:30,124.67,TRADE,5765.7
VIC1,19-03-2019 18:00,135.56,TRADE,5690.98
VIC1,19-03-2019 18:30,156.24,TRADE,5611.95
VIC1,19-03-2019 19:00,161.94,TRADE,5597.79
VIC1,19-03-2019 19:30,131.36,TRADE,5509.99
VIC1,19-03-2019 20:00,119.91,TRADE,5354.3
VIC1,19-03-2019 20:30,120.62,TRADE,5171.21
VIC1,19-03-2019 21:00,123.99,TRADE,4998.61
VIC1,19-03-2019 21:30,128.15,TRADE,4800.08
VIC1,19-03-2019 22:00,121.57,TRADE,4653.82
VIC1,19-03-2019 22:30,119.79,TRADE,4525.47
VIC1,19-03-2019 23:00,119.1,TRADE,4477.15
VIC1,19-03-2019 23:30,129.34,TRADE,4719.68
VIC1,20-03-2019 00:00,152.44,TRADE,4684.56
VIC1,20-03-2019 00:30,129.62,TRADE,4450.59
VIC1,20-03-2019 01:00,123.5,TRADE,4331.54
VIC1,20-03-2019 01:30,80.05,TRADE,4257.35
VIC1,20-03-2019 02:00,75.42,TRADE,4126.3
VIC1,20-03-2019 02:30,72.27,TRADE,4032.4
VIC1,20-03-2019 03:00,74.48,TRADE,4042.84
VIC1,20-03-2019 03:30,80.72,TRADE,4088.01
VIC1,20-03-2019 04:00,84.1,TRADE,4093.06
VIC1,20-03-2019 04:30,80.42,TRADE,4222.54
VIC1,20-03-2019 05:00,108.47,TRADE,4338.65
VIC1,20-03-2019 05:30,124.97,TRADE,4648.94
VIC1,20-03-2019 06:00,147.84,TRADE,5017.69
VIC1,20-03-2019 06:30,200.98,TRADE,5469.4
VIC1,20-03-2019 07:00,241.19,TRADE,5682.29
VIC1,20-03-2019 07:30,159.09,TRADE,5451.53
VIC1,20-03-2019 08:00,157.48,TRADE,5393.36
VIC1,20-03-2019 08:30,165.11,TRADE,5613.48
VIC1,20-03-2019 09:00,159.85,TRADE,5607.92
VIC1,20-03-2019 09:30,152.3,TRADE,5596.5
VIC1,20-03-2019 10:00,136.83,TRADE,5598.6
VIC1,20-03-2019 10:30,141.97,TRADE,5597.55
VIC1,20-03-2019 11:00,136.25,TRADE,5583.09
VIC1,20-03-2019 11:30,135.56,TRADE,5568.78
VIC1,20-03-2019 12:00,127.18,TRADE,5545.85
VIC1,20-03-2019 12:30,134.88,TRADE,5543.38
VIC1,20-03-2019 13:00,121.82,TRADE,5573.45
VIC1,20-03-2019 13:30,121.44,TRADE,5597.16
VIC1,20-03-2019 14:00,104.35,TRADE,5629.08
VIC1,20-03-2019 14:30,135.3,TRADE,5637.73
VIC1,20-03-2019 15:00,130.21,TRADE,5698.41
VIC1,20-03-2019 15:30,126.84,TRADE,5758.27
VIC1,20-03-2019 16:00,137.72,TRADE,5855.91
VIC1,20-03-2019 16:30,121.15,TRADE,5900.35
VIC1,20-03-2019 17:00,124.96,TRADE,5968.57
VIC1,20-03-2019 17:30,119.93,TRADE,5886.72
VIC1,20-03-2019 18:00,135.53,TRADE,5822.17
VIC1,20-03-2019 18:30,125.1,TRADE,5697.79
VIC1,20-03-2019 19:00,143.68,TRADE,5702.17
VIC1,20-03-2019 19:30,114.67,TRADE,5615.06
VIC1,20-03-2019 20:00,109.62,TRADE,5484.34
VIC1,20-03-2019 20:30,117.82,TRADE,5302.86
VIC1,20-03-2019 21:00,113.02,TRADE,5080.4
VIC1,20-03-2019 21:30,98.03,TRADE,4855.11
VIC1,20-03-2019 22:00,91.63,TRADE,4657.04
VIC1,20-03-2019 22:30,109.74,TRADE,4531.13
VIC1,20-03-2019 23:00,100.86,TRADE,4484.84
VIC1,20-03-2019 23:30,111.99,TRADE,4663.84
VIC1,21-03-2019 00:00,122.92,TRADE,4651.33
VIC1,21-03-2019 00:30,91.56,TRADE,4430.2
VIC1,21-03-2019 01:00,91.79,TRADE,4326.57
VIC1,21-03-2019 01:30,85.16,TRADE,4234.46
VIC1,21-03-2019 02:00,83.15,TRADE,4178.02
VIC1,21-03-2019 02:30,84.39,TRADE,4123.43
VIC1,21-03-2019 03:00,84.9,TRADE,4129.14
VIC1,21-03-2019 03:30,85.11,TRADE,4129.68
VIC1,21-03-2019 04:00,88.61,TRADE,4118.87
VIC1,21-03-2019 04:30,90.04,TRADE,4220.59
VIC1,21-03-2019 05:00,91.62,TRADE,4396.77
VIC1,21-03-2019 05:30,97.96,TRADE,4685.22
VIC1,21-03-2019 06:00,118.89,TRADE,5035.81
VIC1,21-03-2019 06:30,127.84,TRADE,5387.05
VIC1,21-03-2019 07:00,168.8,TRADE,5569.01
VIC1,21-03-2019 07:30,125.74,TRADE,5481.88
VIC1,21-03-2019 08:00,104.98,TRADE,5494.31
VIC1,21-03-2019 08:30,106.23,TRADE,5527.62
VIC1,21-03-2019 09:00,102,TRADE,5521.44
VIC1,21-03-2019 09:30,114.5,TRADE,5543.33
VIC1,21-03-2019 10:00,149.95,TRADE,5506.36
VIC1,21-03-2019 10:30,97.54,TRADE,5258.96
VIC1,21-03-2019 11:00,113.62,TRADE,5422.56
VIC1,21-03-2019 11:30,119.35,TRADE,5471.97
VIC1,21-03-2019 12:00,120.59,TRADE,5444.82
VIC1,21-03-2019 12:30,131.42,TRADE,5470.13
VIC1,21-03-2019 13:00,162.88,TRADE,5440.04
VIC1,21-03-2019 13:30,179.25,TRADE,5476.95
VIC1,21-03-2019 14:00,150.48,TRADE,5497.44
VIC1,21-03-2019 14:30,113.59,TRADE,5564.37
VIC1,21-03-2019 15:00,127.18,TRADE,5736.24
VIC1,21-03-2019 15:30,131.72,TRADE,5911.99
VIC1,21-03-2019 16:00,130.26,TRADE,5966.17
VIC1,21-03-2019 16:30,141.72,TRADE,6000.28
VIC1,21-03-2019 17:00,146.3,TRADE,5996.94
VIC1,21-03-2019 17:30,116.64,TRADE,5925.32
VIC1,21-03-2019 18:00,114.84,TRADE,5902.14
VIC1,21-03-2019 18:30,111.58,TRADE,5846.31
VIC1,21-03-2019 19:00,122.68,TRADE,5853.78
VIC1,21-03-2019 19:30,120.78,TRADE,5798.67
VIC1,21-03-2019 20:00,109.5,TRADE,5606.18
VIC1,21-03-2019 20:30,100.35,TRADE,5363.31
VIC1,21-03-2019 21:00,97.08,TRADE,5103.61
VIC1,21-03-2019 21:30,101.52,TRADE,4929.93
VIC1,21-03-2019 22:00,93.69,TRADE,4753.85
VIC1,21-03-2019 22:30,95.99,TRADE,4625.75
VIC1,21-03-2019 23:00,90.2,TRADE,4547.22
VIC1,21-03-2019 23:30,94,TRADE,4756.79
VIC1,22-03-2019 00:00,92.19,TRADE,4729.27
VIC1,22-03-2019 00:30,84.2,TRADE,4528.32
VIC1,22-03-2019 01:00,76.56,TRADE,4366.09
VIC1,22-03-2019 01:30,84.29,TRADE,4295.69
VIC1,22-03-2019 02:00,86.53,TRADE,4210.92
VIC1,22-03-2019 02:30,84.97,TRADE,4099.32
VIC1,22-03-2019 03:00,91.05,TRADE,4091.13
VIC1,22-03-2019 03:30,95.12,TRADE,4071.95
VIC1,22-03-2019 04:00,89.65,TRADE,4093.49
VIC1,22-03-2019 04:30,95.45,TRADE,4222.95
VIC1,22-03-2019 05:00,101.59,TRADE,4390.94
VIC1,22-03-2019 05:30,107.62,TRADE,4692.5
VIC1,22-03-2019 06:00,116.42,TRADE,5019.44
VIC1,22-03-2019 06:30,146.36,TRADE,5429.29
VIC1,22-03-2019 07:00,133.34,TRADE,5591.54
VIC1,22-03-2019 07:30,111.59,TRADE,5596.26
VIC1,22-03-2019 08:00,112.94,TRADE,5628.47
VIC1,22-03-2019 08:30,123.09,TRADE,5666.19
VIC1,22-03-2019 09:00,111.51,TRADE,5613.25
VIC1,22-03-2019 09:30,113.08,TRADE,5613.46
VIC1,22-03-2019 10:00,110.8,TRADE,5555.73
VIC1,22-03-2019 10:30,105.53,TRADE,5451.56
VIC1,22-03-2019 11:00,107.64,TRADE,5470.84
VIC1,22-03-2019 11:30,110.84,TRADE,5482.25
VIC1,22-03-2019 12:00,115.59,TRADE,5559.85
VIC1,22-03-2019 12:30,118.23,TRADE,5651.75
VIC1,22-03-2019 13:00,120.44,TRADE,5701.96
VIC1,22-03-2019 13:30,120.39,TRADE,5843.38
VIC1,22-03-2019 14:00,115.58,TRADE,5998.36
VIC1,22-03-2019 14:30,132.37,TRADE,6110.02
VIC1,22-03-2019 15:00,138.82,TRADE,6291.13
VIC1,22-03-2019 15:30,117,TRADE,6514.99
VIC1,22-03-2019 16:00,117,TRADE,6652.04
VIC1,22-03-2019 16:30,117.26,TRADE,6675.68
VIC1,22-03-2019 17:00,115.35,TRADE,6587.65
VIC1,22-03-2019 17:30,111.02,TRADE,6462.21
VIC1,22-03-2019 18:00,121.99,TRADE,6313.39
VIC1,22-03-2019 18:30,120.57,TRADE,6144.42
VIC1,22-03-2019 19:00,115.69,TRADE,6102.54
VIC1,22-03-2019 19:30,112.36,TRADE,5984.23
VIC1,22-03-2019 20:00,106.3,TRADE,5787.09
VIC1,22-03-2019 20:30,110.55,TRADE,5519.14
VIC1,22-03-2019 21:00,106.26,TRADE,5176.18
VIC1,22-03-2019 21:30,112.8,TRADE,5001.45
VIC1,22-03-2019 22:00,121.77,TRADE,4784.49
VIC1,22-03-2019 22:30,110.4,TRADE,4610.8
VIC1,22-03-2019 23:00,102.53,TRADE,4533.97
VIC1,22-03-2019 23:30,94.91,TRADE,4693.71
VIC1,23-03-2019 00:00,87.97,TRADE,4615.68
VIC1,23-03-2019 00:30,75.83,TRADE,4355.04
VIC1,23-03-2019 01:00,80.78,TRADE,4249.27
VIC1,23-03-2019 01:30,71.62,TRADE,4194.38
VIC1,23-03-2019 02:00,73.04,TRADE,4132.89
VIC1,23-03-2019 02:30,69,TRADE,3912.95
VIC1,23-03-2019 03:00,55.09,TRADE,3828.75
VIC1,23-03-2019 03:30,61.87,TRADE,3763.53
VIC1,23-03-2019 04:00,72.83,TRADE,3785.1
VIC1,23-03-2019 04:30,74.35,TRADE,3843.26
VIC1,23-03-2019 05:00,71.95,TRADE,3922.19
VIC1,23-03-2019 05:30,75.56,TRADE,4058.97
VIC1,23-03-2019 06:00,85.71,TRADE,4190.59
VIC1,23-03-2019 06:30,84.94,TRADE,4338.41
VIC1,23-03-2019 07:00,104.82,TRADE,4454.45
VIC1,23-03-2019 07:30,104.24,TRADE,4458.75
VIC1,23-03-2019 08:00,133.3,TRADE,4555.39
VIC1,23-03-2019 08:30,139.25,TRADE,4622.99
VIC1,23-03-2019 09:00,109.74,TRADE,4701.08
VIC1,23-03-2019 09:30,122.76,TRADE,4716.38
VIC1,23-03-2019 10:00,90.41,TRADE,4669.13
VIC1,23-03-2019 10:30,83.95,TRADE,4510.94
VIC1,23-03-2019 11:00,69.26,TRADE,4377.53
VIC1,23-03-2019 11:30,55.66,TRADE,4292.47
VIC1,23-03-2019 12:00,64.32,TRADE,4268.48
VIC1,23-03-2019 12:30,67.38,TRADE,4219.13
VIC1,23-03-2019 13:00,79.58,TRADE,4314.91
VIC1,23-03-2019 13:30,90.2,TRADE,4421.69
VIC1,23-03-2019 14:00,92.57,TRADE,4565.58
VIC1,23-03-2019 14:30,108.3,TRADE,4750.8
VIC1,23-03-2019 15:00,146.03,TRADE,4864.55
VIC1,23-03-2019 15:30,118.74,TRADE,5089.31
VIC1,23-03-2019 16:00,130.04,TRADE,5350
VIC1,23-03-2019 16:30,117.68,TRADE,5556.87
VIC1,23-03-2019 17:00,177.21,TRADE,5588.26
VIC1,23-03-2019 17:30,118.94,TRADE,5362.22
VIC1,23-03-2019 18:00,107.69,TRADE,5262.59
VIC1,23-03-2019 18:30,112.37,TRADE,5137.55
VIC1,23-03-2019 19:00,115.34,TRADE,5184.81
VIC1,23-03-2019 19:30,107.36,TRADE,5085.11
VIC1,23-03-2019 20:00,113.01,TRADE,4939.66
VIC1,23-03-2019 20:30,110.9,TRADE,4830.42
VIC1,23-03-2019 21:00,109.54,TRADE,4670.86
VIC1,23-03-2019 21:30,101.42,TRADE,4563.37
VIC1,23-03-2019 22:00,87.72,TRADE,4453.4
VIC1,23-03-2019 22:30,93.76,TRADE,4390.58
VIC1,23-03-2019 23:00,110.91,TRADE,4343.14
VIC1,23-03-2019 23:30,118.34,TRADE,4531.89
VIC1,24-03-2019 00:00,115.89,TRADE,4534.05
VIC1,24-03-2019 00:30,91.47,TRADE,4277.25
VIC1,24-03-2019 01:00,98.21,TRADE,4138.81
VIC1,24-03-2019 01:30,100.86,TRADE,4042.78
VIC1,24-03-2019 02:00,112.96,TRADE,3909.97
VIC1,24-03-2019 02:30,109.69,TRADE,3817.31
VIC1,24-03-2019 03:00,116.56,TRADE,3799.48
VIC1,24-03-2019 03:30,108.79,TRADE,3752.04
VIC1,24-03-2019 04:00,107.35,TRADE,3755.92
VIC1,24-03-2019 04:30,115.21,TRADE,3785.57
VIC1,24-03-2019 05:00,114.24,TRADE,3801.21
