REGION,SETTLEMENTDATE,TOTALDEMAND,RRP( Regional reference price),PERIODTYPE
VIC1,16-11-2018 00:00,4444,95.95,TRADE
VIC1,16-11-2018 00:30,4317.64,86.01,TRADE
VIC1,16-11-2018 01:00,4196.67,84.97,TRADE
VIC1,16-11-2018 01:30,4058.12,77.29,TRADE
VIC1,16-11-2018 02:00,3941.47,74.18,TRADE
VIC1,16-11-2018 02:30,3868.88,73.76,TRADE
VIC1,16-11-2018 03:00,3831.2,76.59,TRADE
VIC1,16-11-2018 03:30,3815.13,77.44,TRADE
VIC1,16-11-2018 04:00,3865.71,82.21,TRADE
VIC1,16-11-2018 04:30,4025.12,81.91,TRADE
VIC1,16-11-2018 05:00,4175.04,90.05,TRADE
VIC1,16-11-2018 05:30,4529.4,163.66,TRADE
VIC1,16-11-2018 06:00,4831.35,108.54,TRADE
VIC1,16-11-2018 06:30,5139.17,109.97,TRADE
VIC1,16-11-2018 07:00,5268.7,122.25,TRADE
VIC1,16-11-2018 07:30,5063.38,118.76,TRADE
VIC1,16-11-2018 08:00,4946.71,113.55,TRADE
VIC1,16-11-2018 08:30,4899.95,137.53,TRADE
VIC1,16-11-2018 09:00,4755.53,111.82,TRADE
VIC1,16-11-2018 09:30,4653.65,124.55,TRADE
VIC1,16-11-2018 10:00,4607.65,103.4,TRADE
VIC1,16-11-2018 10:30,4524.58,95.92,TRADE
VIC1,16-11-2018 11:00,4475.02,90.05,TRADE
VIC1,16-11-2018 11:30,4383.78,85.87,TRADE
VIC1,16-11-2018 12:00,4351.04,82.75,TRADE
VIC1,16-11-2018 12:30,4338.85,90.01,TRADE
VIC1,16-11-2018 13:00,4322.43,85.52,TRADE
VIC1,16-11-2018 13:30,4366.13,77.51,TRADE
VIC1,16-11-2018 14:00,4334.73,78.63,TRADE
VIC1,16-11-2018 14:30,4372.09,84.32,TRADE
VIC1,16-11-2018 15:00,4399.76,80.48,TRADE
VIC1,16-11-2018 15:30,4473.65,89.09,TRADE
VIC1,16-11-2018 16:00,4538.59,92.24,TRADE
VIC1,16-11-2018 16:30,4656.59,104.23,TRADE
VIC1,16-11-2018 17:00,4752.03,103.93,TRADE
VIC1,16-11-2018 17:30,4762.02,91.76,TRADE
VIC1,16-11-2018 18:00,4781.2,90.66,TRADE
VIC1,16-11-2018 18:30,4779.49,89.05,TRADE
VIC1,16-11-2018 19:00,4822.43,99.84,TRADE
VIC1,16-11-2018 19:30,4797,110.11,TRADE
VIC1,16-11-2018 20:00,4842.26,109.91,TRADE
VIC1,16-11-2018 20:30,4762.06,117.33,TRADE
VIC1,16-11-2018 21:00,4602.53,100.55,TRADE
VIC1,16-11-2018 21:30,4424.63,103.96,TRADE
VIC1,16-11-2018 22:00,4200.77,91,TRADE
VIC1,16-11-2018 22:30,4127.37,90.16,TRADE
VIC1,16-11-2018 23:00,4099.62,89.13,TRADE
VIC1,16-11-2018 23:30,4286.73,110.22,TRADE
VIC1,17-11-2018 00:00,4292.38,120.43,TRADE
VIC1,17-11-2018 00:30,4115.48,100.75,TRADE
VIC1,17-11-2018 01:00,3943.46,90.53,TRADE
VIC1,17-11-2018 01:30,3858.44,107.37,TRADE
VIC1,17-11-2018 02:00,3693.37,112.03,TRADE
VIC1,17-11-2018 02:30,3600.82,94.38,TRADE
VIC1,17-11-2018 03:00,3489.02,85.29,TRADE
VIC1,17-11-2018 03:30,3468.32,80.23,TRADE
VIC1,17-11-2018 04:00,3459.65,81.22,TRADE
VIC1,17-11-2018 04:30,3529.92,75.46,TRADE
VIC1,17-11-2018 05:00,3581.31,83.93,TRADE
VIC1,17-11-2018 05:30,3692.85,83.2,TRADE
VIC1,17-11-2018 06:00,3745.14,77.65,TRADE
VIC1,17-11-2018 06:30,3938.91,86.01,TRADE
VIC1,17-11-2018 07:00,3964.91,91.66,TRADE
VIC1,17-11-2018 07:30,3909.81,86.18,TRADE
VIC1,17-11-2018 08:00,3848.89,81.36,TRADE
VIC1,17-11-2018 08:30,3839.82,68.24,TRADE
VIC1,17-11-2018 09:00,3759.32,71.98,TRADE
VIC1,17-11-2018 09:30,3670.35,78.49,TRADE
VIC1,17-11-2018 10:00,3590.73,68.11,TRADE
VIC1,17-11-2018 10:30,3524.02,71.94,TRADE
VIC1,17-11-2018 11:00,3493.2,82.57,TRADE
VIC1,17-11-2018 11:30,3461.78,64.72,TRADE
VIC1,17-11-2018 12:00,3444.25,59.21,TRADE
VIC1,17-11-2018 12:30,3398.05,58.37,TRADE
VIC1,17-11-2018 13:00,3353.4,60.89,TRADE
VIC1,17-11-2018 13:30,3361.7,56.65,TRADE
VIC1,17-11-2018 14:00,3368.32,57.76,TRADE
VIC1,17-11-2018 14:30,3417.27,59.81,TRADE
VIC1,17-11-2018 15:00,3440.72,77.51,TRADE
VIC1,17-11-2018 15:30,3543.51,98.71,TRADE
VIC1,17-11-2018 16:00,3650.04,83.84,TRADE
VIC1,17-11-2018 16:30,3794.03,62.67,TRADE
VIC1,17-11-2018 17:00,3950.82,78.86,TRADE
VIC1,17-11-2018 17:30,4034.9,72.78,TRADE
VIC1,17-11-2018 18:00,4147.58,78.96,TRADE
VIC1,17-11-2018 18:30,4134.86,84.19,TRADE
VIC1,17-11-2018 19:00,4163.64,96.9,TRADE
VIC1,17-11-2018 19:30,4191.3,102.64,TRADE
VIC1,17-11-2018 20:00,4200.1,103.1,TRADE
VIC1,17-11-2018 20:30,4199.88,98.24,TRADE
VIC1,17-11-2018 21:00,4094.76,91.72,TRADE
VIC1,17-11-2018 21:30,4027.39,89.8,TRADE
VIC1,17-11-2018 22:00,3957.22,89.04,TRADE
VIC1,17-11-2018 22:30,3850.41,90.09,TRADE
VIC1,17-11-2018 23:00,3803.32,80.64,TRADE
VIC1,17-11-2018 23:30,3998.47,87.51,TRADE
VIC1,18-11-2018 00:00,4030.65,125.43,TRADE
VIC1,18-11-2018 00:30,3875.32,74.28,TRADE
VIC1,18-11-2018 01:00,3746.43,106.6,TRADE
VIC1,18-11-2018 01:30,3657.77,75.65,TRADE
VIC1,18-11-2018 02:00,3532.54,62.48,TRADE
VIC1,18-11-2018 02:30,3417.17,63.23,TRADE
VIC1,18-11-2018 03:00,3357.17,67.63,TRADE
VIC1,18-11-2018 03:30,3342.14,65.81,TRADE
VIC1,18-11-2018 04:00,3396.04,70.18,TRADE
VIC1,18-11-2018 04:30,3430.99,92.09,TRADE
VIC1,18-11-2018 05:00,3478.51,93.96,TRADE
VIC1,18-11-2018 05:30,3502.78,60.42,TRADE
VIC1,18-11-2018 06:00,3547.01,74.46,TRADE
VIC1,18-11-2018 06:30,3610.5,62.99,TRADE
VIC1,18-11-2018 07:00,3677.64,68.95,TRADE
VIC1,18-11-2018 07:30,3603.18,61.1,TRADE
VIC1,18-11-2018 08:00,3549.26,62.15,TRADE
VIC1,18-11-2018 08:30,3475.85,63.45,TRADE
VIC1,18-11-2018 09:00,3438.94,62.78,TRADE
VIC1,18-11-2018 09:30,3448.01,69.44,TRADE
VIC1,18-11-2018 10:00,3429.41,71.75,TRADE
VIC1,18-11-2018 10:30,3451.73,69.59,TRADE
VIC1,18-11-2018 11:00,3434.02,70.49,TRADE
VIC1,18-11-2018 11:30,3495.81,74.18,TRADE
VIC1,18-11-2018 12:00,3498.67,80.34,TRADE
VIC1,18-11-2018 12:30,3549.72,121.6,TRADE
VIC1,18-11-2018 13:00,3577.16,98.64,TRADE
VIC1,18-11-2018 13:30,3639.85,93.9,TRADE
VIC1,18-11-2018 14:00,3691.26,67.05,TRADE
VIC1,18-11-2018 14:30,3752.88,74.42,TRADE
VIC1,18-11-2018 15:00,3877.7,79.77,TRADE
VIC1,18-11-2018 15:30,4027.14,93.53,TRADE
VIC1,18-11-2018 16:00,4174.51,79.43,TRADE
VIC1,18-11-2018 16:30,4367.86,132.82,TRADE
VIC1,18-11-2018 17:00,4531.89,136.18,TRADE
VIC1,18-11-2018 17:30,4677.11,128.6,TRADE
VIC1,18-11-2018 18:00,4705.44,125.89,TRADE
VIC1,18-11-2018 18:30,4706.15,128.04,TRADE
VIC1,18-11-2018 19:00,4643.96,137.44,TRADE
VIC1,18-11-2018 19:30,4566.51,122.81,TRADE
VIC1,18-11-2018 20:00,4563.62,115.07,TRADE
VIC1,18-11-2018 20:30,4432.44,105.87,TRADE
VIC1,18-11-2018 21:00,4283.91,85.14,TRADE
VIC1,18-11-2018 21:30,4105.45,74.16,TRADE
VIC1,18-11-2018 22:00,3984.36,80.51,TRADE
VIC1,18-11-2018 22:30,3878.13,85.49,TRADE
VIC1,18-11-2018 23:00,3838.3,82.39,TRADE
VIC1,18-11-2018 23:30,4083.37,87.5,TRADE
VIC1,19-11-2018 00:00,4116.66,114.39,TRADE
VIC1,19-11-2018 00:30,3944.12,80.36,TRADE
VIC1,19-11-2018 01:00,3826.39,66.95,TRADE
VIC1,19-11-2018 01:30,3751.68,66.42,TRADE
VIC1,19-11-2018 02:00,3634.52,63.48,TRADE
VIC1,19-11-2018 02:30,3503.45,60.74,TRADE
VIC1,19-11-2018 03:00,3459,60.86,TRADE
VIC1,19-11-2018 03:30,3469.06,61.33,TRADE
VIC1,19-11-2018 04:00,3472.42,59.26,TRADE
VIC1,19-11-2018 04:30,3600.09,65.16,TRADE
VIC1,19-11-2018 05:00,3740.96,61.45,TRADE
VIC1,19-11-2018 05:30,3970.19,63.56,TRADE
VIC1,19-11-2018 06:00,4241.13,70.43,TRADE
VIC1,19-11-2018 06:30,4519.59,96.41,TRADE
VIC1,19-11-2018 07:00,4754.33,114.31,TRADE
VIC1,19-11-2018 07:30,4622.19,88.82,TRADE
VIC1,19-11-2018 08:00,4632.77,87.63,TRADE
VIC1,19-11-2018 08:30,4654.85,84.08,TRADE
VIC1,19-11-2018 09:00,4651.03,89.83,TRADE
VIC1,19-11-2018 09:30,4657.97,96.15,TRADE
VIC1,19-11-2018 10:00,4676.05,97.25,TRADE
VIC1,19-11-2018 10:30,4651.59,112.89,TRADE
VIC1,19-11-2018 11:00,4724.29,115.88,TRADE
VIC1,19-11-2018 11:30,4865.76,116.31,TRADE
VIC1,19-11-2018 12:00,4885.34,113.14,TRADE
VIC1,19-11-2018 12:30,4948.41,107.68,TRADE
VIC1,19-11-2018 13:00,5069.53,123.68,TRADE
VIC1,19-11-2018 13:30,5175.68,118.27,TRADE
VIC1,19-11-2018 14:00,5338.24,189.64,TRADE
VIC1,19-11-2018 14:30,5453.11,151.44,TRADE
VIC1,19-11-2018 15:00,5643.16,149.89,TRADE
VIC1,19-11-2018 15:30,5833.74,172.74,TRADE
VIC1,19-11-2018 16:00,6010.96,132.76,TRADE
VIC1,19-11-2018 16:30,6152.41,138.59,TRADE
VIC1,19-11-2018 17:00,6175.24,123.74,TRADE
VIC1,19-11-2018 17:30,6120.45,120.92,TRADE
VIC1,19-11-2018 18:00,6036.49,116.76,TRADE
VIC1,19-11-2018 18:30,5854.01,110.58,TRADE
VIC1,19-11-2018 19:00,5683.07,112.61,TRADE
VIC1,19-11-2018 19:30,5552.86,102.42,TRADE
VIC1,19-11-2018 20:00,5436.06,104.16,TRADE
VIC1,19-11-2018 20:30,5308.14,99.73,TRADE
VIC1,19-11-2018 21:00,5066.76,98.72,TRADE
VIC1,19-11-2018 21:30,4753.27,94.95,TRADE
VIC1,19-11-2018 22:00,4480.53,90.39,TRADE
VIC1,19-11-2018 22:30,4299.4,100.64,TRADE
VIC1,19-11-2018 23:00,4194.59,82.1,TRADE
VIC1,19-11-2018 23:30,4345.53,75.09,TRADE
VIC1,20-11-2018 00:00,4311.61,92.86,TRADE
VIC1,20-11-2018 00:30,4110.87,74.83,TRADE
VIC1,20-11-2018 01:00,3962.3,70.6,TRADE
VIC1,20-11-2018 01:30,3877.05,62.58,TRADE
VIC1,20-11-2018 02:00,3806.73,64,TRADE
VIC1,20-11-2018 02:30,3722.45,62.79,TRADE
VIC1,20-11-2018 03:00,3694.38,65.49,TRADE
VIC1,20-11-2018 03:30,3701.17,71.68,TRADE
VIC1,20-11-2018 04:00,3709.85,71.5,TRADE
VIC1,20-11-2018 04:30,3871.32,73.88,TRADE
VIC1,20-11-2018 05:00,4030.93,74.11,TRADE
VIC1,20-11-2018 05:30,4286.74,89.01,TRADE
VIC1,20-11-2018 06:00,4641.84,127.35,TRADE
VIC1,20-11-2018 06:30,4981.74,126.89,TRADE
VIC1,20-11-2018 07:00,5250.86,126.16,TRADE
VIC1,20-11-2018 07:30,5263.71,111.19,TRADE
VIC1,20-11-2018 08:00,5376.76,123.12,TRADE
VIC1,20-11-2018 08:30,5564.57,162.12,TRADE
VIC1,20-11-2018 09:00,5583.71,126.88,TRADE
VIC1,20-11-2018 09:30,5612.68,121.53,TRADE
VIC1,20-11-2018 10:00,5579.18,116.73,TRADE
VIC1,20-11-2018 10:30,5530.31,123.53,TRADE
VIC1,20-11-2018 11:00,5623.34,121.35,TRADE
VIC1,20-11-2018 11:30,5681.22,127.7,TRADE
VIC1,20-11-2018 12:00,5662.68,126.46,TRADE
VIC1,20-11-2018 12:30,5661.55,122.66,TRADE
VIC1,20-11-2018 13:00,5749.97,123.34,TRADE
VIC1,20-11-2018 13:30,5726.38,124.17,TRADE
VIC1,20-11-2018 14:00,5793.99,122.34,TRADE
VIC1,20-11-2018 14:30,5786.5,116.99,TRADE
VIC1,20-11-2018 15:00,5820.13,120.92,TRADE
VIC1,20-11-2018 15:30,5838.95,115.83,TRADE
VIC1,20-11-2018 16:00,5696.5,118.88,TRADE
VIC1,20-11-2018 16:30,5547.65,118.88,TRADE
VIC1,20-11-2018 17:00,5417.69,130.69,TRADE
VIC1,20-11-2018 17:30,5291.22,117.48,TRADE
VIC1,20-11-2018 18:00,5227.81,141.08,TRADE
VIC1,20-11-2018 18:30,5103.75,116.43,TRADE
VIC1,20-11-2018 19:00,5056.71,121.13,TRADE
VIC1,20-11-2018 19:30,5062.9,119.38,TRADE
VIC1,20-11-2018 20:00,5029.1,118.43,TRADE
VIC1,20-11-2018 20:30,4958.96,116.44,TRADE
VIC1,20-11-2018 21:00,4769.72,113.79,TRADE
VIC1,20-11-2018 21:30,4543.3,102.93,TRADE
VIC1,20-11-2018 22:00,4377.59,96.9,TRADE
VIC1,20-11-2018 22:30,4178.19,79.03,TRADE
VIC1,20-11-2018 23:00,4217.73,80.85,TRADE
VIC1,20-11-2018 23:30,4366.96,113.84,TRADE
VIC1,21-11-2018 00:00,4356.45,129.6,TRADE
VIC1,21-11-2018 00:30,4169.66,110.59,TRADE
VIC1,21-11-2018 01:00,4014.76,104.78,TRADE
VIC1,21-11-2018 01:30,3956.74,89.74,TRADE
VIC1,21-11-2018 02:00,3777.86,84.42,TRADE
VIC1,21-11-2018 02:30,3701.56,98.23,TRADE
VIC1,21-11-2018 03:00,3659.72,83.7,TRADE
VIC1,21-11-2018 03:30,3680.71,112.8,TRADE
VIC1,21-11-2018 04:00,3701.97,116.78,TRADE
VIC1,21-11-2018 04:30,3843.97,82.51,TRADE
VIC1,21-11-2018 05:00,4023.55,100.79,TRADE
VIC1,21-11-2018 05:30,4273.3,91.98,TRADE
VIC1,21-11-2018 06:00,4578.08,130.28,TRADE
VIC1,21-11-2018 06:30,4850.41,135.44,TRADE
VIC1,21-11-2018 07:00,4995.47,142.15,TRADE
VIC1,21-11-2018 07:30,4851.79,117.25,TRADE
VIC1,21-11-2018 08:00,4769.74,86.48,TRADE
VIC1,21-11-2018 08:30,4724.12,86.81,TRADE
VIC1,21-11-2018 09:00,4669.06,97.96,TRADE
VIC1,21-11-2018 09:30,4610.16,130.96,TRADE
VIC1,21-11-2018 10:00,4470.32,120.48,TRADE
VIC1,21-11-2018 10:30,4449.09,89.97,TRADE
VIC1,21-11-2018 11:00,4431.05,101.18,TRADE
VIC1,21-11-2018 11:30,4418.76,85.17,TRADE
VIC1,21-11-2018 12:00,4343.96,93.47,TRADE
VIC1,21-11-2018 12:30,4341.38,81.24,TRADE
VIC1,21-11-2018 13:00,4353.01,81.61,TRADE
VIC1,21-11-2018 13:30,4433.36,113.68,TRADE
VIC1,21-11-2018 14:00,4484.72,79.59,TRADE
VIC1,21-11-2018 14:30,4480.55,78.95,TRADE
VIC1,21-11-2018 15:00,4512.69,73.17,TRADE
VIC1,21-11-2018 15:30,4656.57,96.13,TRADE
VIC1,21-11-2018 16:00,4684.49,84.96,TRADE
VIC1,21-11-2018 16:30,4862,84.44,TRADE
VIC1,21-11-2018 17:00,5004.62,93.99,TRADE
VIC1,21-11-2018 17:30,4951.26,98.4,TRADE
VIC1,21-11-2018 18:00,4947.36,107,TRADE
VIC1,21-11-2018 18:30,4887.4,107.56,TRADE
VIC1,21-11-2018 19:00,4850.96,117,TRADE
VIC1,21-11-2018 19:30,4907.88,129.94,TRADE
VIC1,21-11-2018 20:00,4927.08,122.73,TRADE
VIC1,21-11-2018 20:30,4834.73,124.19,TRADE
VIC1,21-11-2018 21:00,4635.63,97.87,TRADE
VIC1,21-11-2018 21:30,4466.27,87.68,TRADE
VIC1,21-11-2018 22:00,4287.96,84.75,TRADE
VIC1,21-11-2018 22:30,4084.06,78.62,TRADE
VIC1,21-11-2018 23:00,4047.85,68.95,TRADE
VIC1,21-11-2018 23:30,4272.3,78.37,TRADE
VIC1,22-11-2018 00:00,4328.62,108.17,TRADE
VIC1,22-11-2018 00:30,4111.02,81.99,TRADE
VIC1,22-11-2018 01:00,3977.7,60.58,TRADE
VIC1,22-11-2018 01:30,3908.74,67.15,TRADE
VIC1,22-11-2018 02:00,3768.68,62.21,TRADE
VIC1,22-11-2018 02:30,3709.6,61.99,TRADE
VIC1,22-11-2018 03:00,3682.97,62.65,TRADE
VIC1,22-11-2018 03:30,3676.29,62.31,TRADE
VIC1,22-11-2018 04:00,3695.82,61.31,TRADE
VIC1,22-11-2018 04:30,3828.22,61.8,TRADE
VIC1,22-11-2018 05:00,4037.04,79.47,TRADE
VIC1,22-11-2018 05:30,4321.17,83.95,TRADE
VIC1,22-11-2018 06:00,4660.35,134.58,TRADE
VIC1,22-11-2018 06:30,4960.82,128.77,TRADE
VIC1,22-11-2018 07:00,5130.57,142.62,TRADE
VIC1,22-11-2018 07:30,4975.96,100.83,TRADE
VIC1,22-11-2018 08:00,4865.9,98.47,TRADE
VIC1,22-11-2018 08:30,4894.3,87.52,TRADE
VIC1,22-11-2018 09:00,4868.23,72.17,TRADE
VIC1,22-11-2018 09:30,4745.15,71.15,TRADE
VIC1,22-11-2018 10:00,4682.81,81.4,TRADE
VIC1,22-11-2018 10:30,4593.02,62.02,TRADE
VIC1,22-11-2018 11:00,4552.6,62.5,TRADE
VIC1,22-11-2018 11:30,4588.84,64.24,TRADE
VIC1,22-11-2018 12:00,4553.55,62.28,TRADE
VIC1,22-11-2018 12:30,4531.78,61.44,TRADE
VIC1,22-11-2018 13:00,4506.5,59.91,TRADE
VIC1,22-11-2018 13:30,4566.09,60.43,TRADE
VIC1,22-11-2018 14:00,4512.96,56.71,TRADE
VIC1,22-11-2018 14:30,4469.97,53.16,TRADE
VIC1,22-11-2018 15:00,4439.57,55.08,TRADE
VIC1,22-11-2018 15:30,4445.08,58.78,TRADE
VIC1,22-11-2018 16:00,4548.27,71.98,TRADE
VIC1,22-11-2018 16:30,4708.35,87.14,TRADE
VIC1,22-11-2018 17:00,4892.7,92.41,TRADE
VIC1,22-11-2018 17:30,4967.99,91.71,TRADE
VIC1,22-11-2018 18:00,4958.94,68.66,TRADE
VIC1,22-11-2018 18:30,4923.49,67.09,TRADE
VIC1,22-11-2018 19:00,4913.32,89.28,TRADE
VIC1,22-11-2018 19:30,4871.89,116.43,TRADE
VIC1,22-11-2018 20:00,4908.7,82.2,TRADE
VIC1,22-11-2018 20:30,4783.74,98.12,TRADE
VIC1,22-11-2018 21:00,4579.92,65.28,TRADE
VIC1,22-11-2018 21:30,4407.88,60.85,TRADE
VIC1,22-11-2018 22:00,4213.75,60.35,TRADE
VIC1,22-11-2018 22:30,4063.83,58.27,TRADE
VIC1,22-11-2018 23:00,4024.81,55.99,TRADE
VIC1,22-11-2018 23:30,4200.16,61.63,TRADE
VIC1,23-11-2018 00:00,4217.88,67.03,TRADE
VIC1,23-11-2018 00:30,4064.19,66.42,TRADE
VIC1,23-11-2018 01:00,3909.17,60.17,TRADE
VIC1,23-11-2018 01:30,3811.77,56.37,TRADE
VIC1,23-11-2018 02:00,3715.52,52.66,TRADE
VIC1,23-11-2018 02:30,3606.08,49.34,TRADE
VIC1,23-11-2018 03:00,3544.84,48.24,TRADE
VIC1,23-11-2018 03:30,3548.71,51.1,TRADE
VIC1,23-11-2018 04:00,3557.9,52.77,TRADE
VIC1,23-11-2018 04:30,3687.11,60.65,TRADE
VIC1,23-11-2018 05:00,3869.88,60.36,TRADE
VIC1,23-11-2018 05:30,4253.09,65.98,TRADE
VIC1,23-11-2018 06:00,4598.48,105.02,TRADE
VIC1,23-11-2018 06:30,4970.83,124.11,TRADE
VIC1,23-11-2018 07:00,5238.32,122.84,TRADE
VIC1,23-11-2018 07:30,5180.32,121.66,TRADE
VIC1,23-11-2018 08:00,5183.92,117.83,TRADE
VIC1,23-11-2018 08:30,5195.67,111.55,TRADE
VIC1,23-11-2018 09:00,5201.05,109.47,TRADE
VIC1,23-11-2018 09:30,5182.01,71.93,TRADE
VIC1,23-11-2018 10:00,5209.3,73.71,TRADE
VIC1,23-11-2018 10:30,5206.06,69.5,TRADE
VIC1,23-11-2018 11:00,5170.27,95.08,TRADE
VIC1,23-11-2018 11:30,5245.06,121.71,TRADE
VIC1,23-11-2018 12:00,5180.77,150.51,TRADE
